Source IP,total_flows,anomaly_flows,mean_score,min_score,unique_dest,bytes_sent,bytes_received,first_seen,last_seen,anomaly_ratio,active_duration,ratio_norm,flow_norm,risk_score,apt_flag
 192.168.194.76 ,8,3,-0.09395802697085381,-0.2629348444196027,8,2048407,2895070,2025-01-01 15:07:33,2025-01-01 15:16:11,0.375,518.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.194.91 ,10,4,-0.0986202205402639,-0.2657912704461274,10,6343357,1698603,2025-01-01 06:04:56,2025-01-01 06:19:52,0.4,896.0,0.3999996000004001,0.1666666597222225,0.3299997179169468,0
 192.168.194.98 ,42,0,0.08991894709091544,-0.035260600399021236,42,4372,0,2025-01-01 00:41:18,2025-01-01 00:41:56,0.0,38.0,0.0,0.0,0.0,0
 192.168.195.103,10,3,-0.09899302073025781,-0.24821762609732978,10,3933127,8831904,2025-01-01 10:01:46,2025-01-01 10:18:27,0.3,1001.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.195.109,10,3,-0.08909106536955047,-0.24160608723164456,10,2541971,2292569,2025-01-01 01:33:29,2025-01-01 01:56:45,0.3,1396.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.195.12 ,7,3,-0.13495753739230373,-0.2631918045753342,7,5739098,4330559,2025-01-01 11:24:32,2025-01-01 11:34:17,0.42857142857142855,585.0,0.4285710000004286,0.12499999479166687,0.33749969843780003,0
 192.168.195.138,10,3,-0.1029905213511257,-0.24462740688595297,10,6519950,2117579,2025-01-01 16:06:18,2025-01-01 16:19:09,0.3,771.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.195.152,3,1,-0.07376207929945659,-0.1158426051430872,3,46530,31234,2025-01-01 08:34:45,2025-01-01 08:36:59,0.3333333333333333,134.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.195.16 ,15,2,-0.0785088332055018,-0.2497859630588125,15,11972707,1880986,2025-01-01 20:23:21,2025-01-01 20:47:43,0.13333333333333333,1462.0,0.13333320000013335,0.08333332986111125,0.1183332389584267,0
 192.168.195.169,9,2,-0.10640508984623877,-0.26847854717246156,9,8147868,6070601,2025-01-01 15:06:15,2025-01-01 15:31:19,0.2222222222222222,1504.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.195.171,9,1,-0.06442401034789508,-0.11112286419307738,9,140470,111590,2025-01-01 22:57:57,2025-01-01 23:26:36,0.1111111111111111,1719.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.195.174,9,1,-0.06432584896114531,-0.23310727104840856,9,355848,4776900,2025-01-01 05:25:30,2025-01-01 05:49:55,0.1111111111111111,1465.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.195.200,10,4,-0.103998691836755,-0.24764637721777183,10,1485250,4642896,2025-01-01 02:22:47,2025-01-01 02:35:40,0.4,773.0,0.3999996000004001,0.1666666597222225,0.3299997179169468,0
 192.168.195.206,12,12,-0.128903744525,-0.1693256977100669,1,1189139,36242,2025-01-01 00:04:26,2025-01-01 00:20:17,1.0,951.0,0.9999990000010001,0.4999999791666675,0.8499992937507003,1
 192.168.195.208,10,1,-0.06772618854393929,-0.10551127960715834,10,177797,133579,2025-01-01 19:45:22,2025-01-01 19:55:27,0.1,605.0,0.09999990000010002,0.041666664930555625,0.0824999294792367,0
 192.168.195.216,8,3,-0.10181035432210021,-0.23116505602658588,8,2718066,430464,2025-01-01 04:31:51,2025-01-01 04:48:05,0.375,974.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.195.218,9,3,-0.08823247066668148,-0.22681893020095567,9,1687790,1098020,2025-01-01 07:03:54,2025-01-01 07:11:21,0.3333333333333333,447.0,0.33333300000033333,0.12499999479166687,0.2708330984377334,0
 192.168.195.234,6,2,-0.07526418866858879,-0.11020815232621917,6,72553,139573,2025-01-01 02:35:34,2025-01-01 02:44:27,0.3333333333333333,533.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.195.24 ,5,0,-0.044238267250794536,-0.06612769448950095,5,96494,69059,2025-01-01 00:13:35,2025-01-01 00:23:50,0.0,615.0,0.0,0.0,0.0,0
 192.168.195.252,10,3,-0.07861539925914743,-0.11953354814826522,10,183883,165607,2025-01-01 11:10:54,2025-01-01 11:22:47,0.3,713.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.195.5  ,4,2,-0.10137444489226272,-0.22253106387684385,4,1171151,2106401,2025-01-01 04:07:59,2025-01-01 04:11:29,0.5,210.0,0.49999950000050003,0.08333332986111125,0.3749996489586834,0
 192.168.195.73 ,43,2,0.051876003529669965,-0.26796696783753327,7,4463797,2735339,2025-01-01 11:32:00,2025-01-01 15:06:28,0.046511627906976744,12868.0,0.04651158139539535,0.08333332986111125,0.05755810593511012,0
 192.168.196.130,57,0,0.08897515388304865,-0.027705599656243085,57,5827,0,2025-01-01 15:36:07,2025-01-01 15:37:00,0.0,53.0,0.0,0.0,0.0,0
 192.168.196.14 ,5,2,-0.06834369383519445,-0.11141141527977716,5,4542010,75102,2025-01-01 08:36:03,2025-01-01 08:41:28,0.4,325.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.196.147,28,7,-0.08467285646779152,-0.2599632440305566,28,7128025,4120560,2025-01-01 17:29:06,2025-01-01 17:49:02,0.25,1196.0,0.24999975000025002,0.2916666545138894,0.2624998213543418,0
 192.168.196.191,34,0,0.07373669093452766,0.03426180788331473,1,4763,3085,2025-01-01 05:14:31,2025-01-01 05:44:31,0.0,1800.0,0.0,0.0,0.0,0
 192.168.196.197,3,1,-0.0511127040624357,-0.12996424631263748,3,4704951,28420,2025-01-01 21:53:34,2025-01-01 21:57:54,0.3333333333333333,260.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.196.208,29,3,-0.05009494600869932,-0.12475383366149517,29,2499671,279880,2025-01-01 09:48:25,2025-01-01 10:39:50,0.10344827586206896,3085.0,0.10344817241389656,0.12499999479166687,0.10991371912722764,0
 192.168.196.255,8,1,-0.050009298753576556,-0.1447699000295909,8,111349,136162,2025-01-01 01:40:57,2025-01-01 01:52:36,0.125,699.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.196.32 ,10,2,-0.06944766027290253,-0.12385285520363154,10,143947,133306,2025-01-01 22:08:04,2025-01-01 22:26:06,0.2,1082.0,0.19999980000020004,0.08333332986111125,0.1649998589584734,0
 192.168.196.35 ,48,0,0.07678596090871134,-0.035900787063115724,48,5262,0,2025-01-01 21:03:26,2025-01-01 21:04:14,0.0,48.0,0.0,0.0,0.0,0
 192.168.196.45 ,38,0,0.07618356973007409,0.030784580355149804,1,5106,3578,2025-01-01 07:14:59,2025-01-01 07:49:59,0.0,2100.0,0.0,0.0,0.0,0
 192.168.196.55 ,5,1,-0.05844080403314047,-0.11458055098388442,5,104944,67019,2025-01-01 05:35:18,2025-01-01 05:39:47,0.2,269.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.197.101,6,1,-0.08581484841275851,-0.2242301354107442,6,182994,2571093,2025-01-01 19:57:43,2025-01-01 20:09:17,0.16666666666666666,694.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.197.105,21,4,-0.06538948825160838,-0.14719251068781702,21,271058,231399,2025-01-01 10:05:23,2025-01-01 10:35:36,0.19047619047619047,1813.0,0.1904760000001905,0.1666666597222225,0.18333319791680008,0
 192.168.197.106,8,1,-0.04829296866073561,-0.0974912844527751,8,74614,130862,2025-01-01 10:23:58,2025-01-01 10:28:59,0.125,301.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.197.142,5,1,-0.08498832652988508,-0.24296482193896107,5,2456852,3118808,2025-01-01 02:22:37,2025-01-01 02:25:15,0.2,158.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.197.167,9,2,-0.04467764920908571,-0.10695175440148652,9,120047,99415,2025-01-01 12:43:57,2025-01-01 13:05:15,0.2222222222222222,1278.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.197.192,6,1,-0.07333978139073732,-0.12232974290779941,6,101136,94158,2025-01-01 16:56:47,2025-01-01 17:17:43,0.16666666666666666,1256.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.197.199,9,2,-0.05724956780883813,-0.12581925091469615,9,134312,140690,2025-01-01 02:18:04,2025-01-01 02:38:38,0.2222222222222222,1234.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.197.217,9,1,-0.07351018707893947,-0.2341443179907743,9,3450052,682470,2025-01-01 01:50:21,2025-01-01 02:15:55,0.1111111111111111,1534.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.197.240,5,0,-0.04060641077794824,-0.06368081287989646,5,72518,44257,2025-01-01 02:54:15,2025-01-01 03:02:20,0.0,485.0,0.0,0.0,0.0,0
 192.168.197.242,23,21,-0.13471157208169315,-0.16965735693808992,1,3111087,58831,2025-01-01 23:25:06,2025-01-02 00:00:02,0.9130434782608695,2096.0,0.9130425652183044,0.8749999635416682,0.9016297847153134,1
 192.168.197.247,18,8,-0.09173008241284436,-0.2347871274783896,18,3211338,3898927,2025-01-01 08:10:33,2025-01-01 08:32:24,0.4444444444444444,1311.0,0.4444440000004445,0.333333319444445,0.4111107958336446,0
 192.168.197.250,9,0,-0.035794866471827745,-0.09180870704073962,9,104389,109681,2025-01-01 17:50:53,2025-01-01 17:59:00,0.0,487.0,0.0,0.0,0.0,0
 192.168.197.40 ,37,0,0.08161494532865962,-0.015670468183115127,37,3741,0,2025-01-01 13:17:47,2025-01-01 13:18:36,0.0,49.0,0.0,0.0,0.0,0
 192.168.197.6  ,9,1,-0.04589174719419123,-0.1399654697843754,9,131135,101151,2025-01-01 14:55:59,2025-01-01 15:08:19,0.1111111111111111,740.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.197.62 ,34,0,0.07532720240315471,-0.0343622718361154,34,3703,0,2025-01-01 01:43:38,2025-01-01 01:44:16,0.0,38.0,0.0,0.0,0.0,0
 192.168.197.70 ,57,0,0.08733280868172932,-0.019396674747001907,57,5914,0,2025-01-01 13:46:55,2025-01-01 13:47:48,0.0,53.0,0.0,0.0,0.0,0
 192.168.197.75 ,11,2,-0.0944806395148881,-0.24643696993763275,11,2257462,6872268,2025-01-01 01:10:07,2025-01-01 21:25:05,0.18181818181818182,72898.0,0.18181800000018183,0.08333332986111125,0.15227259895846065,0
 192.168.198.136,3,1,-0.1230335914263394,-0.2411388389779,3,2108216,2021624,2025-01-01 05:05:40,2025-01-01 05:07:53,0.3333333333333333,133.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.198.167,42,0,0.08537967528467903,-0.018561116981321235,42,4513,0,2025-01-01 16:41:03,2025-01-01 16:41:39,0.0,36.0,0.0,0.0,0.0,0
 192.168.198.179,4,2,-0.11152805444570518,-0.24604527795063835,4,4217093,1445939,2025-01-01 15:45:25,2025-01-01 15:50:51,0.5,326.0,0.49999950000050003,0.08333332986111125,0.3749996489586834,0
 192.168.198.189,6,1,-0.07974385744461965,-0.23346617692554084,6,1967396,2386770,2025-01-01 15:37:15,2025-01-01 15:50:59,0.16666666666666666,824.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.198.198,5,0,-0.05585999769686343,-0.07615506907865943,5,67793,68106,2025-01-01 04:26:35,2025-01-01 04:40:03,0.0,808.0,0.0,0.0,0.0,0
 192.168.198.20 ,6,1,-0.07653641434772297,-0.13987671010402603,6,63855,86796,2025-01-01 02:13:52,2025-01-01 02:23:42,0.16666666666666666,590.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.198.207,9,2,-0.07155290173199864,-0.26130410835507534,9,4291851,2105288,2025-01-01 07:43:32,2025-01-01 08:00:24,0.2222222222222222,1012.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.198.213,4,1,-0.08045549914267078,-0.12618291031977535,4,69145,64684,2025-01-01 21:09:34,2025-01-01 21:19:34,0.25,600.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.198.236,9,3,-0.10055923580165647,-0.24692620840969715,9,3666270,2257446,2025-01-01 16:55:58,2025-01-01 17:01:57,0.3333333333333333,359.0,0.33333300000033333,0.12499999479166687,0.2708330984377334,0
 192.168.198.245,5,2,-0.08926459451190474,-0.23194837629661436,5,2720161,1533151,2025-01-01 23:46:14,2025-01-01 23:53:16,0.4,422.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.198.251,5,0,-0.04185217842696802,-0.09252338285083261,5,56756,82884,2025-01-01 15:29:38,2025-01-01 15:32:19,0.0,161.0,0.0,0.0,0.0,0
 192.168.198.252,4,1,-0.05588822489229636,-0.09760319135550954,4,72140,50642,2025-01-01 15:56:31,2025-01-01 15:58:05,0.25,94.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.198.27 ,49,0,0.08301064018273636,-0.039868656012597814,49,5042,0,2025-01-01 20:00:16,2025-01-01 20:01:07,0.0,51.0,0.0,0.0,0.0,0
 192.168.198.65 ,10,0,-0.03489004493224905,-0.06746677406391732,10,126224,130398,2025-01-01 05:30:44,2025-01-01 05:55:32,0.0,1488.0,0.0,0.0,0.0,0
 192.168.198.89 ,22,0,0.08352746422682239,0.043682722655905115,1,3146,1925,2025-01-01 16:02:21,2025-01-01 16:20:21,0.0,1080.0,0.0,0.0,0.0,0
 192.168.199.106,9,0,-0.05013707376477762,-0.08458883232905012,9,119183,201325,2025-01-01 14:45:51,2025-01-01 15:06:31,0.0,1240.0,0.0,0.0,0.0,0
 192.168.199.110,8,1,-0.07629648791041768,-0.25016415350660137,8,3839067,1162389,2025-01-01 20:22:42,2025-01-01 20:32:36,0.125,594.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.199.113,10,2,-0.07081832092103459,-0.1284205985034721,10,177302,137857,2025-01-01 11:31:25,2025-01-01 11:43:52,0.2,747.0,0.19999980000020004,0.08333332986111125,0.1649998589584734,0
 192.168.199.147,5,2,-0.1206844104540528,-0.25235018989199365,5,5117428,7835646,2025-01-01 17:30:27,2025-01-01 17:33:54,0.4,207.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.199.151,8,2,-0.05929025400550825,-0.13239079718052083,8,90544,86436,2025-01-01 10:51:55,2025-01-01 11:09:12,0.25,1037.0,0.24999975000025002,0.08333332986111125,0.19999982395850838,0
 192.168.199.154,8,2,-0.0882832602376255,-0.23122750110744283,8,1309071,1552579,2025-01-01 13:04:22,2025-01-01 13:12:41,0.25,499.0,0.24999975000025002,0.08333332986111125,0.19999982395850838,0
 192.168.199.211,60,0,0.0896204950992767,-0.015597492293137005,60,6176,0,2025-01-01 19:02:01,2025-01-01 19:03:13,0.0,72.0,0.0,0.0,0.0,0
 192.168.199.216,6,0,-0.040033912339944334,-0.07614551163779837,6,91441,88761,2025-01-01 14:32:23,2025-01-01 14:36:14,0.0,231.0,0.0,0.0,0.0,0
 192.168.199.221,9,3,-0.06629165327548465,-0.14020358866993066,9,149629,47782,2025-01-01 17:44:31,2025-01-01 17:55:42,0.3333333333333333,671.0,0.33333300000033333,0.12499999479166687,0.2708330984377334,0
 192.168.199.235,32,8,-0.08702863008273336,-0.25342137884272864,32,9867424,11608421,2025-01-01 12:21:16,2025-01-01 14:27:01,0.25,7545.0,0.24999975000025002,0.333333319444445,0.2749998208335085,0
 192.168.199.247,4,2,-0.13790609829400174,-0.2505234738952249,4,3667771,818277,2025-01-01 22:19:10,2025-01-01 22:22:04,0.5,174.0,0.49999950000050003,0.08333332986111125,0.3749996489586834,0
 192.168.199.253,13,12,-0.1338712530076316,-0.1751081026174136,1,1700979,30609,2025-01-01 23:39:09,2025-01-02 00:07:27,0.9230769230769231,1698.0,0.9230760000009232,0.4999999791666675,0.7961531937506464,1
 192.168.199.57 ,18,16,-0.1388091393884697,-0.16591815416029865,1,2513009,45254,2025-01-01 06:18:39,2025-01-01 06:51:01,0.8888888888888888,1942.0,0.888888000000889,0.66666663888889,0.8222215916672893,1
 192.168.199.93 ,6,1,-0.05886168100427691,-0.0999379160737518,6,103888,43035,2025-01-01 01:54:53,2025-01-01 02:02:17,0.16666666666666666,444.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.2.102  ,51,0,0.06710180903653479,-0.04856298381120705,51,5274,0,2025-01-01 15:10:49,2025-01-01 15:12:01,0.0,72.0,0.0,0.0,0.0,0
 192.168.2.106  ,8,3,-0.11278241644708563,-0.26044598245618866,8,7421087,5590523,2025-01-01 10:46:25,2025-01-01 10:59:05,0.375,760.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.2.114  ,49,0,0.08721119527699989,-0.04177834998642094,49,5255,0,2025-01-01 05:49:52,2025-01-01 05:50:53,0.0,61.0,0.0,0.0,0.0,0
 192.168.2.128  ,3,0,-0.0013659227710660637,-0.0643662677229575,3,33831,32202,2025-01-01 16:50:52,2025-01-01 16:51:59,0.0,67.0,0.0,0.0,0.0,0
 192.168.2.129  ,4,1,-0.10901402164587667,-0.2606221991675963,4,4978721,2117455,2025-01-01 13:54:24,2025-01-01 14:00:53,0.25,389.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.2.136  ,26,0,0.07389658639943787,0.037317412667270344,1,3736,2832,2025-01-01 15:10:22,2025-01-01 15:35:22,0.0,1500.0,0.0,0.0,0.0,0
 192.168.2.147  ,10,1,-0.07133123481451872,-0.10358810727762324,10,168017,116527,2025-01-01 13:46:49,2025-01-01 14:03:19,0.1,990.0,0.09999990000010002,0.041666664930555625,0.0824999294792367,0
 192.168.2.149  ,10,4,-0.10200736115112533,-0.2681197181413766,10,1804754,2137752,2025-01-01 12:29:08,2025-01-01 12:44:18,0.4,910.0,0.3999996000004001,0.1666666597222225,0.3299997179169468,0
 192.168.2.156  ,6,0,-0.03906344518954415,-0.07276797033430904,6,90566,98481,2025-01-01 01:43:09,2025-01-01 01:54:47,0.0,698.0,0.0,0.0,0.0,0
 192.168.2.168  ,30,0,0.08322786660237577,0.04351506923147813,1,4020,2767,2025-01-01 15:44:37,2025-01-01 16:09:37,0.0,1500.0,0.0,0.0,0.0,0
 192.168.2.169  ,7,1,-0.08060619231733616,-0.24217580222135127,7,412718,4116176,2025-01-01 10:59:34,2025-01-01 11:09:31,0.14285714285714285,597.0,0.14285700000014287,0.041666664930555625,0.1124998994792667,0
 192.168.2.188  ,5,1,-0.06283812605729067,-0.11042531596207639,5,108699,44844,2025-01-01 01:53:36,2025-01-01 01:55:51,0.2,135.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.2.209  ,37,0,0.07593987570862999,0.05480240692799038,1,5228,3141,2025-01-01 01:08:56,2025-01-01 01:38:56,0.0,1800.0,0.0,0.0,0.0,0
 192.168.2.210  ,3,2,-0.13874234040738154,-0.23862656414365613,3,2741526,2661174,2025-01-01 00:19:17,2025-01-01 00:21:36,0.6666666666666666,139.0,0.6666660000006667,0.08333332986111125,0.49166619895880004,1
 192.168.2.221  ,21,0,0.07493318878064595,0.030012514692470182,1,3164,1933,2025-01-01 07:33:42,2025-01-01 07:51:42,0.0,1080.0,0.0,0.0,0.0,0
 192.168.2.23   ,3,1,-0.06360766319379722,-0.1274816798751014,3,62194,25413,2025-01-01 21:24:21,2025-01-01 21:27:03,0.3333333333333333,162.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.2.232  ,3,1,-0.04348881356263712,-0.09838052250084306,3,40170,29935,2025-01-01 15:28:28,2025-01-01 15:36:06,0.3333333333333333,458.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.2.233  ,6,1,-0.08133569043706464,-0.2548863900170143,6,3383569,2387485,2025-01-01 16:54:44,2025-01-01 17:11:24,0.16666666666666666,1000.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.2.241  ,5,2,-0.09030981180715451,-0.2555451816897132,5,1781629,4500756,2025-01-01 12:39:54,2025-01-01 12:41:54,0.4,120.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.2.43   ,5,1,-0.06894766139754827,-0.11947615042794568,5,73167,88215,2025-01-01 08:21:42,2025-01-01 08:33:06,0.2,684.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.2.70   ,21,3,-0.08339406820274967,-0.2528421857940706,21,3006810,6038667,2025-01-01 01:32:06,2025-01-01 02:03:05,0.14285714285714285,1859.0,0.14285700000014287,0.12499999479166687,0.13749989843760008,0
 192.168.2.75   ,10,1,-0.07169751087892808,-0.2520457726989035,10,3387970,4144572,2025-01-01 03:21:00,2025-01-01 03:40:24,0.1,1164.0,0.09999990000010002,0.041666664930555625,0.0824999294792367,0
 192.168.2.78   ,4,1,-0.048527172045040784,-0.10669285152522956,4,57900,32549,2025-01-01 12:30:54,2025-01-01 12:33:46,0.25,172.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.2.79   ,5,0,-0.0553208633404602,-0.0966990817251262,5,71000,90904,2025-01-01 05:39:46,2025-01-01 05:46:52,0.0,426.0,0.0,0.0,0.0,0
 192.168.2.92   ,5,4,-0.21435119263298227,-0.2552118244550371,5,11316845,9495871,2025-01-01 00:53:09,2025-01-01 01:06:19,0.8,790.0,0.7999992000008002,0.1666666597222225,0.6099994379172269,1
 192.168.20.101 ,10,2,-0.06122444557183787,-0.11007396597980668,10,142962,127972,2025-01-01 05:21:10,2025-01-01 05:29:56,0.2,526.0,0.19999980000020004,0.08333332986111125,0.1649998589584734,0
 192.168.20.128 ,5,1,-0.0715870121245814,-0.10724473931846779,5,93670,55335,2025-01-01 13:04:34,2025-01-01 13:14:46,0.2,612.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.20.134 ,16,3,-0.08364949430881713,-0.25123595910353336,16,7987325,3997998,2025-01-01 03:03:16,2025-01-01 03:10:50,0.1875,454.0,0.18749981250018752,0.12499999479166687,0.16874986718763132,0
 192.168.20.137 ,4,0,-0.06282302964014058,-0.08234169894672239,4,87744,64917,2025-01-01 08:41:23,2025-01-01 08:49:16,0.0,473.0,0.0,0.0,0.0,0
 192.168.20.141 ,9,1,-0.04055281776464524,-0.10084235476559444,9,123948,75386,2025-01-01 07:30:13,2025-01-01 07:44:25,0.1111111111111111,852.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.20.174 ,16,5,-0.08096480457305778,-0.2634762442891643,16,7158282,4185856,2025-01-01 06:54:23,2025-01-01 07:24:27,0.3125,1804.0,0.31249968750031254,0.20833332465277812,0.2812497786460522,0
 192.168.20.202 ,3,0,-0.03703930441410486,-0.06069110077115791,3,39069,57432,2025-01-01 22:16:01,2025-01-01 22:18:47,0.0,166.0,0.0,0.0,0.0,0
 192.168.20.203 ,21,4,-0.07046814959714183,-0.2387684551731426,21,7772208,4895943,2025-01-01 17:25:45,2025-01-01 17:41:00,0.19047619047619047,915.0,0.1904760000001905,0.1666666597222225,0.18333319791680008,0
 192.168.20.21  ,5,2,-0.09994502147003785,-0.24170842387345715,5,7542834,1211471,2025-01-01 23:52:25,2025-01-01 23:59:00,0.4,395.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.20.234 ,18,14,-0.12689573757790285,-0.17437975684061113,1,2212821,31773,2025-01-01 01:48:31,2025-01-01 02:07:31,0.7777777777777778,1140.0,0.7777770000007779,0.5833333090277788,0.7194438927088781,1
 192.168.20.244 ,22,5,-0.06950687129944039,-0.25101782730296673,22,10816721,4621455,2025-01-01 04:39:28,2025-01-01 05:19:11,0.22727272727272727,2383.0,0.22727250000022728,0.20833332465277812,0.22159074739599255,0
 192.168.20.34  ,10,3,-0.08740272515044419,-0.2539507398390446,10,6260299,6050699,2025-01-01 19:53:14,2025-01-01 20:13:03,0.3,1189.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.20.41  ,16,2,-0.07949675701234946,-0.24119647124057841,16,877797,4102717,2025-01-01 07:29:23,2025-01-01 07:46:08,0.125,1005.0,0.12499987500012501,0.08333332986111125,0.11249991145842086,0
 192.168.20.51  ,6,3,-0.10435462640839699,-0.24998344757739122,6,4088435,4211336,2025-01-01 22:15:52,2025-01-01 22:25:58,0.5,606.0,0.49999950000050003,0.12499999479166687,0.38749964843785006,0
 192.168.20.62  ,36,0,0.07284309234164413,0.04461983075886389,1,4906,2881,2025-01-01 22:00:42,2025-01-01 22:30:42,0.0,1800.0,0.0,0.0,0.0,0
 192.168.20.80  ,9,2,-0.07399913100366944,-0.12714240515065345,9,4893774,128023,2025-01-01 15:43:10,2025-01-01 15:57:13,0.2222222222222222,843.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.20.9   ,23,0,0.0703535795933909,0.043037487317159895,1,3101,2101,2025-01-01 17:42:51,2025-01-01 18:01:51,0.0,1140.0,0.0,0.0,0.0,0
 192.168.200.101,32,0,0.07333938766436202,0.03587314886824616,1,4735,2671,2025-01-01 06:23:33,2025-01-01 06:49:33,0.0,1560.0,0.0,0.0,0.0,0
 192.168.200.110,3,0,-0.06231202506700173,-0.06282488473706582,3,39545,8063,2025-01-01 09:01:19,2025-01-01 09:01:19,0.0,0.0,0.0,0.0,0.0,0
 192.168.200.120,8,1,-0.05916373710366048,-0.11646234570084968,8,115897,91258,2025-01-01 22:35:40,2025-01-01 22:53:56,0.125,1096.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.200.157,20,0,0.07338452872271792,0.03823061486971718,1,2840,1670,2025-01-01 10:02:30,2025-01-01 10:20:30,0.0,1080.0,0.0,0.0,0.0,0
 192.168.200.169,6,1,-0.10042663625120563,-0.23809642312178847,6,399668,4126394,2025-01-01 08:39:42,2025-01-01 08:49:58,0.16666666666666666,616.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.200.201,9,2,-0.06340636536221901,-0.1366265669522393,9,3840781,70637,2025-01-01 19:18:27,2025-01-01 19:33:28,0.2222222222222222,901.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.200.203,5,1,-0.07090047819849543,-0.10350356383312642,5,76541,88338,2025-01-01 18:36:17,2025-01-01 18:40:06,0.2,229.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.200.222,7,1,-0.06950936383055441,-0.10365545868915205,7,114889,82498,2025-01-01 16:07:41,2025-01-01 16:16:33,0.14285714285714285,532.0,0.14285700000014287,0.041666664930555625,0.1124998994792667,0
 192.168.200.25 ,9,2,-0.08386005865166611,-0.2522164310487425,9,920392,2733043,2025-01-01 06:39:51,2025-01-01 06:58:56,0.2222222222222222,1145.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.200.253,36,0,0.07404064707628903,0.028666669226063535,1,5282,3461,2025-01-01 03:52:05,2025-01-01 04:24:05,0.0,1920.0,0.0,0.0,0.0,0
 192.168.200.26 ,10,3,-0.05852383648365271,-0.14339667287337554,10,125707,166006,2025-01-01 20:10:41,2025-01-01 20:25:15,0.3,874.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.200.28 ,25,0,0.0758694879703858,0.036638539963636696,1,3332,2504,2025-01-01 15:42:10,2025-01-01 16:03:10,0.0,1260.0,0.0,0.0,0.0,0
 192.168.200.44 ,18,2,-0.0566029601912959,-0.1272177604613296,18,3031037,157310,2025-01-01 00:23:05,2025-01-01 00:51:13,0.1111111111111111,1688.0,0.11111100000011112,0.08333332986111125,0.10277769895841116,0
