session_id,parent_tracking_id,source_ip,geo_country,is_external_ip,is_off_hours,session_duration_sec,total_requests,req_per_min,min_interarrival_sec,avg_uri_depth,error_404_rate,error_403_rate,error_50x_rate,post_rate,rare_method_rate,unique_path_ratio,static_asset_ratio,suspicious_ext_rate,status_diversity,unique_uas,avg_payload_bytes,max_resp_bytes,l1_alert_count,l1_alert_types
192.168.10.161_20200304143555,192.168.10.161_20200304123542,192.168.10.161,LOCAL,0,0,335.0,24,4.3,0.0,2.42,0.0,0.0,0.0,0.25,0.0,0.4167,0.0,0.5417,2,1,5388.42,9271,0,
::1_20200304152529,::1_20200304152529,::1,LOCAL,0,0,4599.0,151,1.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0066,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200304151434,192.168.10.185_20200304111424,192.168.10.185,LOCAL,0,0,6331.0,1006,9.53,0.0,2.96,0.0,0.0,0.0,0.4662,0.0,0.0408,0.0,0.335,2,1,5198.8,24854,0,
192.168.10.81_20200304114706,192.168.10.81_20200304114706,192.168.10.81,LOCAL,0,0,5239.0,1201,13.75,0.0,3.48,0.0,0.0,0.0,0.1482,0.0,0.1907,0.6336,0.1457,2,1,3828.63,50927,0,
192.168.10.130_20200304154750,192.168.10.130_20200304154750,192.168.10.130,LOCAL,0,0,7199.0,1029,8.58,0.0,3.16,0.0,0.0,0.0,0.3751,0.0,0.1293,0.1361,0.2983,3,2,5125.29,31529,0,
192.168.10.194_20200304143110,192.168.10.194_20200304143110,192.168.10.194,LOCAL,0,0,6606.0,599,5.44,0.0,2.97,0.0,0.0,0.0,0.4825,0.0,0.0668,0.01,0.3506,3,1,5207.58,24718,0,
192.168.10.81_20200304173233,192.168.10.81_20200304173233,192.168.10.81,LOCAL,0,0,2128.0,3000,84.59,0.0,2.15,0.0123,0.004,0.0,0.026,0.0037,0.8087,0.0627,0.194,8,2248,1082.53,50928,2640,XSS|RCE|SQLi|LFI|Scanner_Bot
192.168.10.81_20200304180801,192.168.10.81_20200304173233,192.168.10.81,LOCAL,0,0,367.0,3000,490.46,0.0,2.64,0.0057,0.0147,0.0,0.008,0.0007,0.859,0.035,0.6683,5,2766,886.94,50927,2846,XSS|SSRF|RCE|SQLi|Protocol_Anomaly|LFI|Scanner_Bot
192.168.10.161_20200304163038,192.168.10.161_20200304163038,192.168.10.161,LOCAL,0,0,7174.0,578,4.83,0.0,2.9,0.0,0.0,0.0,0.4291,0.0,0.0744,0.0,0.3564,2,1,4983.58,24850,0,
192.168.10.185_20200304171020,192.168.10.185_20200304171020,192.168.10.185,LOCAL,0,0,5760.0,3000,31.25,0.0,2.26,0.0,0.0,0.0,0.1277,0.0037,0.6467,0.0013,0.2433,3,2,1479.78,24856,2183,XSS|RCE|SQLi|LFI|Scanner_Bot
192.168.10.185_20200304184620,192.168.10.185_20200304171020,192.168.10.185,LOCAL,0,0,9.0,3000,20000.0,0.0,2.46,0.0,0.0,0.0,0.0007,0.0007,0.8357,0.0,0.5853,2,2,4.81,7914,2998,XSS|SSRF|RCE|SQLi|Protocol_Anomaly|LFI|Scanner_Bot
::1_20200304170522,::1_20200304170522,::1,LOCAL,0,0,7171.0,204,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0049,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200304174822,192.168.10.130_20200304154750,192.168.10.130,LOCAL,0,0,7182.0,2313,19.32,0.0,3.35,0.0,0.0,0.0,0.278,0.0,0.102,0.3519,0.2296,3,2,4404.65,50928,0,
::1_20200304190538,::1_20200304170522,::1,LOCAL,0,1,3590.0,53,0.89,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0189,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200304184629,192.168.10.185_20200304171020,192.168.10.185,LOCAL,0,0,7197.0,2397,19.98,0.0,2.61,0.0,0.0,0.0,0.2311,0.0004,0.4547,0.0038,0.5315,3,5,2847.97,119580,1214,XSS|RCE|Protocol_Anomaly|LFI|Scanner_Bot
::1_20200304201702,::1_20200304201702,::1,LOCAL,0,1,2620.0,25,0.57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200304194828,192.168.10.130_20200304154750,192.168.10.130,LOCAL,0,1,7193.0,711,5.93,0.0,3.02,0.0,0.0,0.0,0.4276,0.0,0.0858,0.0478,0.3179,3,2,5138.37,24719,0,
192.168.10.185_20200304204631,192.168.10.185_20200304171020,192.168.10.185,LOCAL,0,1,2396.0,175,4.38,0.0,2.94,0.0,0.0,0.0,0.44,0.0,0.16,0.0,0.32,2,1,5400.36,24708,0,
192.168.10.161_20200304183112,192.168.10.161_20200304163038,192.168.10.161,LOCAL,0,0,368.0,27,4.4,0.0,2.7,0.0,0.0,0.0,0.3333,0.0,0.3704,0.0,0.3704,2,1,4943.3,24850,0,
::1_20200304211241,::1_20200304211241,::1,LOCAL,0,1,6051.0,73,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0137,0.0,0.0,1,1,110.0,110,0,
::1_20200304231412,::1_20200304231412,::1,LOCAL,0,1,504.0,4,0.48,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200304181408,192.168.10.81_20200304173233,192.168.10.81,LOCAL,0,0,5498.0,2844,31.04,0.0,2.99,0.0,0.0088,0.0,0.1241,0.0004,0.3551,0.4374,0.3179,5,770,3032.23,119599,1088,XSS|RCE|Protocol_Anomaly|LFI|Scanner_Bot
192.168.10.130_20200304214857,192.168.10.130_20200304154750,192.168.10.130,LOCAL,0,1,6686.0,774,6.95,0.0,2.96,0.0,0.0,0.0,0.4289,0.0,0.0698,0.0284,0.3307,2,2,5344.21,24718,0,
192.168.10.161_20200304222239,192.168.10.161_20200304222239,192.168.10.161,LOCAL,0,1,949.0,79,4.99,0.0,2.95,0.0,0.0,0.0,0.4684,0.0,0.3671,0.0,0.3038,2,1,5406.33,24849,0,
192.168.10.185_20200304220824,192.168.10.185_20200304220824,192.168.10.185,LOCAL,0,1,7195.0,1090,9.09,0.0,2.91,0.0,0.0,0.0,0.4404,0.0,0.0394,0.0,0.345,2,1,5175.92,24856,0,
192.168.10.185_20200305000825,192.168.10.185_20200304220824,192.168.10.185,LOCAL,0,1,7199.0,646,5.38,0.0,2.93,0.0,0.0,0.0,0.4149,0.0,0.0681,0.0015,0.3421,2,1,4887.1,24857,0,
::1_20200304235815,::1_20200304235815,::1,LOCAL,0,1,133.0,4,1.8,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
::1_20200305045858,::1_20200305045858,::1,LOCAL,0,1,1737.0,9,0.31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200305020828,192.168.10.185_20200304220824,192.168.10.185,LOCAL,0,1,837.0,58,4.16,0.0,2.71,0.0,0.0,0.0,0.3966,0.0,0.3621,0.0,0.4138,2,1,4894.59,24855,0,
::1_20200305055337,::1_20200305055337,::1,LOCAL,0,1,2190.0,28,0.77,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200305055814,192.168.10.185_20200305055814,192.168.10.185,LOCAL,0,1,157.0,153,58.47,0.0,3.65,0.0,0.0,0.0,0.0327,0.0,0.9673,0.902,0.0523,3,1,2177.82,46392,0,
::1_20200305065121,::1_20200305065121,::1,LOCAL,0,0,682.0,34,2.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200305061216,192.168.10.130_20200305061216,192.168.10.130,LOCAL,0,0,2912.0,273,5.62,0.0,3.15,0.0,0.0,0.0,0.3956,0.0,0.2271,0.1392,0.304,3,1,4633.98,24711,0,
192.168.10.161_20200305061136,192.168.10.161_20200305061136,192.168.10.161,LOCAL,0,0,796.0,246,18.54,0.0,3.56,0.0,0.0,0.0,0.1138,0.0,0.8415,0.7236,0.0976,3,1,3061.87,50927,0,
::1_20200305071648,::1_20200305071648,::1,LOCAL,0,0,1187.0,20,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1,1,110.0,110,0,
::1_20200305075001,::1_20200305075001,::1,LOCAL,0,0,356.0,17,2.87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0588,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200305044749,192.168.10.81_20200305044749,192.168.10.81,LOCAL,0,1,1956.0,613,18.8,0.0,3.48,0.0,0.0,0.0,0.1289,0.0,0.3426,0.7015,0.1223,2,1,3573.89,50927,0,
::1_20200305080705,::1_20200305080705,::1,LOCAL,0,0,714.0,12,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0833,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200305065303,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7199.0,1787,14.89,0.0,3.37,0.0,0.0,0.0,0.216,0.0,0.1371,0.4891,0.1908,3,1,3689.8,50927,0,
192.168.10.130_20200305073425,192.168.10.130_20200305073425,192.168.10.130,LOCAL,0,0,7193.0,898,7.49,0.0,3.05,0.0,0.0,0.0,0.3898,0.0,0.0891,0.0857,0.3463,3,2,4971.01,24719,0,
192.168.10.161_20200305074959,192.168.10.161_20200305074959,192.168.10.161,LOCAL,0,0,7178.0,583,4.87,0.0,2.89,0.0,0.0,0.0,0.3911,0.0,0.1029,0.0172,0.3654,3,1,5207.38,32307,0,
::1_20200305083504,::1_20200305083504,::1,LOCAL,0,0,7080.0,174,1.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0057,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200305085327,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7190.0,1452,12.12,0.0,3.24,0.0,0.0,0.0,0.3092,0.0,0.1722,0.312,0.2328,3,1,4237.66,50928,0,
::1_20200305103814,::1_20200305083504,::1,LOCAL,0,0,408.0,4,0.59,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200305093426,192.168.10.130_20200305073425,192.168.10.130,LOCAL,0,0,7199.0,1092,9.1,0.0,3.12,0.0,0.0,0.0,0.3828,0.0,0.0879,0.119,0.3269,2,2,5061.94,24718,0,
192.168.10.194_20200305074934,192.168.10.194_20200305074934,192.168.10.194,LOCAL,0,0,6949.0,607,5.24,0.0,3.11,0.0,0.0,0.0,0.4761,0.0,0.0988,0.0428,0.2702,3,1,4658.25,24716,0,
192.168.10.81_20200305083354,192.168.10.81_20200305083354,192.168.10.81,LOCAL,0,0,6192.0,2150,20.83,0.0,3.52,0.0,0.0,0.0,0.0944,0.0,0.1135,0.7521,0.1219,2,1,3320.28,50928,0,
192.168.10.161_20200305095005,192.168.10.161_20200305074959,192.168.10.161,LOCAL,0,0,1839.0,148,4.83,0.0,2.89,0.0,0.0,0.0,0.3919,0.0,0.25,0.0,0.3716,2,1,5357.95,24848,0,
192.168.10.185_20200305105340,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7196.0,1450,12.09,0.0,2.92,0.0,0.0,0.0,0.3717,0.0,0.111,0.0862,0.3503,3,1,5037.87,50927,0,
::1_20200305105605,::1_20200305105605,::1,LOCAL,0,0,7078.0,194,1.64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0052,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200305114233,192.168.10.194_20200305114233,192.168.10.194,LOCAL,0,0,1352.0,123,5.46,0.0,3.2,0.0,0.0,0.0,0.5366,0.0,0.2358,0.0244,0.2439,3,1,4360.54,24719,0,
::1_20200305125645,::1_20200305105605,::1,LOCAL,0,0,1399.0,44,1.89,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200305113430,192.168.10.130_20200305073425,192.168.10.130,LOCAL,0,0,7197.0,1562,13.02,0.0,3.08,0.0,0.0,0.0,0.3758,0.0,0.0794,0.121,0.3399,2,2,4964.84,24719,0,
192.168.10.130_20200305133439,192.168.10.130_20200305073425,192.168.10.130,LOCAL,0,0,1480.0,180,7.3,0.0,3.07,0.0,0.0,0.0,0.3444,0.0,0.2556,0.1111,0.35,2,2,5093.14,24710,0,
192.168.10.161_20200305120851,192.168.10.161_20200305120851,192.168.10.161,LOCAL,0,0,2066.0,168,4.88,0.0,2.77,0.0,0.0,0.0,0.381,0.0,0.1905,0.0,0.4048,2,1,5351.08,24847,0,
::1_20200305133414,::1_20200305133414,::1,LOCAL,0,0,3992.0,66,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0152,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200305125403,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7161.0,1456,12.2,0.0,3.11,0.0,0.0,0.0,0.3516,0.0,0.1552,0.1896,0.2905,3,1,4773.01,50927,0,
192.168.10.194_20200305130914,192.168.10.194_20200305130914,192.168.10.194,LOCAL,0,0,286.0,32,6.71,0.0,2.62,0.0,0.0,0.0,0.4375,0.0,0.5,0.0,0.5,2,1,5499.69,24717,0,
192.168.10.81_20200305114713,192.168.10.81_20200305114713,192.168.10.81,LOCAL,0,0,5828.0,1790,18.43,0.0,3.53,0.0,0.0,0.0,0.1291,0.0,0.1251,0.6983,0.1128,2,1,3637.54,50927,0,
192.168.10.161_20200305142038,192.168.10.161_20200305142038,192.168.10.161,LOCAL,0,0,2406.0,215,5.36,0.0,3.12,0.0,0.0,0.0,0.3814,0.0,0.2372,0.0884,0.2977,3,1,4805.42,24849,0,
::1_20200305145246,::1_20200305145246,::1,LOCAL,0,0,2416.0,35,0.87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200305141822,192.168.10.130_20200305141822,192.168.10.130,LOCAL,0,0,7200.0,1774,14.78,0.0,3.32,0.0,0.0,0.0,0.3405,0.0,0.0879,0.2356,0.2666,2,2,4332.97,24718,0,
192.168.10.185_20200305145404,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7200.0,1835,15.29,0.0,2.96,0.0,0.0,0.0,0.4371,0.0,0.0409,0.024,0.3466,3,1,5242.0,24855,0,
::1_20200305155404,::1_20200305155404,::1,LOCAL,0,0,4454.0,72,0.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0139,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200305161826,192.168.10.130_20200305141822,192.168.10.130,LOCAL,0,0,3521.0,510,8.69,0.0,2.94,0.0,0.0,0.0,0.3902,0.0,0.1118,0.051,0.3686,2,2,5565.48,24717,0,
::1_20200305171917,::1_20200305171917,::1,LOCAL,0,0,1846.0,44,1.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200305162552,192.168.10.161_20200305162552,192.168.10.161,LOCAL,0,0,7177.0,581,4.86,0.0,2.86,0.0,0.0,0.0,0.4217,0.0,0.0688,0.0,0.3855,2,1,5544.4,24851,0,
192.168.10.185_20200305165405,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7197.0,1640,13.67,0.0,3.0,0.0,0.0,0.0,0.3549,0.0,0.1579,0.1354,0.3348,3,1,5059.44,50927,0,
192.168.10.81_20200305154747,192.168.10.81_20200305154747,192.168.10.81,LOCAL,0,0,1027.0,300,17.53,0.0,3.4,0.0,0.0,0.0,0.1867,0.0,0.49,0.6067,0.13,2,1,3924.08,50928,0,
192.168.10.194_20200305151108,192.168.10.194_20200305151108,192.168.10.194,LOCAL,0,0,2627.0,215,4.91,0.0,2.98,0.0,0.0,0.0,0.4884,0.0,0.1535,0.0,0.3023,2,1,5303.84,24717,0,
::1_20200305180330,::1_20200305180330,::1,LOCAL,0,0,5206.0,79,0.91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0127,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200305174852,192.168.10.130_20200305174852,192.168.10.130,LOCAL,0,0,7192.0,1014,8.46,0.0,3.25,0.0,0.0,0.0,0.3323,0.0,0.1499,0.1953,0.2998,3,2,4774.25,31530,0,
192.168.10.81_20200305191554,192.168.10.81_20200305191554,192.168.10.81,LOCAL,0,1,2722.0,497,10.96,0.0,3.46,0.0,0.0,0.0,0.1972,0.0,0.3984,0.5573,0.163,2,1,3838.61,46392,0,
192.168.10.161_20200305182603,192.168.10.161_20200305162552,192.168.10.161,LOCAL,0,0,2291.0,192,5.03,0.0,2.88,0.0,0.0,0.0,0.4271,0.0,0.2031,0.0,0.3854,2,1,5457.47,24850,0,
192.168.10.130_20200305194923,192.168.10.130_20200305174852,192.168.10.130,LOCAL,0,1,2459.0,337,8.22,0.0,3.63,0.0,0.0,0.0,0.2315,0.0,0.3917,0.4273,0.184,2,1,4030.87,31530,0,
192.168.10.185_20200305185407,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,0,7200.0,1681,14.01,0.0,2.9,0.0,0.0,0.0,0.4212,0.0,0.0351,0.0143,0.3599,3,1,5525.78,24855,0,
192.168.10.194_20200305192804,192.168.10.194_20200305192804,192.168.10.194,LOCAL,0,1,2507.0,213,5.1,0.0,2.85,0.0,0.0,0.0,0.4413,0.0,0.1455,0.0,0.3897,2,1,4886.16,24719,0,
::1_20200305194041,::1_20200305194041,::1,LOCAL,0,1,6996.0,156,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0064,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200305202525,192.168.10.81_20200305202525,192.168.10.81,LOCAL,0,1,7142.0,2092,17.57,0.0,3.51,0.0,0.0,0.0,0.1252,0.0,0.1109,0.6874,0.1276,2,1,3705.79,50927,0,
192.168.10.161_20200305203845,192.168.10.161_20200305203845,192.168.10.161,LOCAL,0,1,7196.0,501,4.18,0.0,2.67,0.0,0.0,0.0,0.3214,0.0,0.0818,0.0,0.4331,2,1,5640.16,24849,0,
192.168.10.130_20200305204724,192.168.10.130_20200305204724,192.168.10.130,LOCAL,0,1,7170.0,1470,12.3,0.0,3.13,0.0,0.0,0.0,0.3816,0.0,0.0837,0.117,0.3197,2,2,5245.29,24720,0,
192.168.10.185_20200305205410,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,1,7195.0,1767,14.74,0.0,2.83,0.0,0.0,0.0,0.408,0.0,0.0277,0.0023,0.3928,3,1,5487.22,24856,0,
::1_20200305214116,::1_20200305194041,::1,LOCAL,0,1,3462.0,54,0.94,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0185,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200305210026,192.168.10.194_20200305210026,192.168.10.194,LOCAL,0,1,7184.0,594,4.96,0.0,2.96,0.0,0.0,0.0,0.468,0.0,0.0556,0.0,0.3384,2,1,5104.42,24717,0,
::1_20200305225724,::1_20200305225724,::1,LOCAL,0,1,139.0,2,0.86,139.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200305230051,192.168.10.194_20200305210026,192.168.10.194,LOCAL,0,1,2301.0,196,5.11,0.0,3.03,0.0,0.0,0.0,0.5,0.0,0.1684,0.0,0.3112,2,1,4681.89,24716,0,
::1_20200305231508,::1_20200305231508,::1,LOCAL,0,1,3136.0,40,0.77,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200305222917,192.168.10.81_20200305202525,192.168.10.81,LOCAL,0,1,7177.0,1876,15.68,0.0,3.5,0.0,0.0,0.0,0.1429,0.0,0.1258,0.6557,0.1349,2,1,3778.4,50928,0,
::1_20200306002006,::1_20200306002006,::1,LOCAL,0,1,208.0,2,0.58,208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200305223919,192.168.10.161_20200305203845,192.168.10.161,LOCAL,0,1,7172.0,563,4.71,0.0,2.85,0.0,0.0,0.0,0.4014,0.0,0.0728,0.0,0.3694,2,1,5232.84,24850,0,
192.168.10.130_20200305224725,192.168.10.130_20200305204724,192.168.10.130,LOCAL,0,1,7191.0,1099,9.17,0.0,3.11,0.0,0.0,0.0,0.3876,0.0,0.1274,0.1146,0.3185,2,2,5132.86,31530,0,
192.168.10.185_20200305225418,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,1,7178.0,1580,13.21,0.0,2.87,0.0,0.0,0.0,0.4228,0.0,0.0266,0.0013,0.3759,3,1,5437.09,24854,0,
192.168.10.81_20200306002935,192.168.10.81_20200305202525,192.168.10.81,LOCAL,0,1,1616.0,458,17.0,0.0,3.48,0.0,0.0,0.0,0.1332,0.0,0.476,0.6725,0.1245,2,1,3984.05,50927,0,
::1_20200306003554,::1_20200306003554,::1,LOCAL,0,1,897.0,11,0.74,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0909,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200306003925,192.168.10.161_20200305203845,192.168.10.161,LOCAL,0,1,3866.0,299,4.64,0.0,2.87,0.0,0.0,0.0,0.4047,0.0,0.1304,0.0,0.3512,2,1,5312.84,24851,0,
192.168.10.130_20200306004744,192.168.10.130_20200305204724,192.168.10.130,LOCAL,0,1,14.0,5,21.43,0.0,3.0,0.0,0.0,0.0,0.2,0.0,1.0,0.4,0.2,1,1,3322.6,8985,0,
192.168.10.185_20200306005434,192.168.10.185_20200305065303,192.168.10.185,LOCAL,0,1,3583.0,281,4.71,0.0,2.7,0.0,0.0,0.0,0.3701,0.0,0.1317,0.0,0.4662,2,1,5473.0,24854,0,
